word;frequency;cobertura;word_order
be;0.0727;0.0727;1
do;0.0450;0.1178;2
you;0.0439;0.1617;3
I;0.0312;0.1928;4
what;0.0300;0.2229;5
a;0.0266;0.2494;6
not;0.0266;0.276;7
go;0.0254;0.3014;8
that;0.0242;0.3256;9
it;0.0242;0.3499;10
and;0.0242;0.3741;11
in;0.0185;0.3926;12
Mummy;0.0185;0.4111;13
they;0.0173;0.4284;14
big;0.0173;0.4457;15
the;0.0162;0.4619;16
no;0.0162;0.4781;17
there;0.0150;0.4931;18
know;0.0150;0.5081;19
get;0.0127;0.5208;20
yeah;0.0127;0.5335;21
them;0.0127;0.5462;22
um;0.0115;0.5577;23
well;0.0104;0.5681;24
have;0.0092;0.5774;25
then;0.0081;0.5855;26
he;0.0081;0.5935;27
on;0.0069;0.6005;28
like;0.0069;0.6074;29
one;0.0069;0.6143;30
for;0.0069;0.6212;31
eat;0.0069;0.6282;32
where;0.0069;0.6351;33
how;0.0058;0.6409;34
all;0.0058;0.6467;35
of;0.0058;0.6524;36
yes;0.0058;0.6582;37
my;0.0058;0.664;38
out;0.0058;0.6697;39
me;0.0058;0.6755;40
we;0.0058;0.6813;41
come;0.0046;0.6859;42
some;0.0046;0.6905;43
only;0.0046;0.6952;44
why;0.0046;0.6998;45
put;0.0046;0.7044;46
this;0.0035;0.7079;47
him;0.0035;0.7113;48
these;0.0035;0.7148;49
to;0.0035;0.7182;50
now;0.0035;0.7217;51
ah;0.0035;0.7252;52
can;0.0035;0.7286;53
who;0.0035;0.7321;54
will;0.0035;0.7356;55
next;0.0035;0.739;56
up;0.0035;0.7425;57
bring;0.0035;0.746;58
but;0.0023;0.7483;59
thing;0.0023;0.7506;60
tell;0.0023;0.7529;61
back;0.0023;0.7552;62
more;0.0023;0.7575;63
look;0.0023;0.7598;64
say;0.0023;0.7621;65
play;0.0023;0.7644;66
sorry;0.0023;0.7667;67
just;0.0023;0.7691;68
open;0.0012;0.7702;69
other;0.0012;0.7714;70
down;0.0012;0.7725;71
cannot;0.0012;0.7737;72
stick;0.0012;0.7748;73
when;0.0012;0.776;74
house;0.0012;0.7771;75
want;0.0012;0.7783;76
fell;0.0012;0.7794;77
away;0.0012;0.7806;78
nah;0.0012;0.7818;79
right;0.0012;0.7829;80
break;0.0012;0.7841;81
bite;0.0012;0.7852;82
oh;0.0012;0.7864;83
think;0.0012;0.7875;84
give;0.0012;0.7887;85
your;0.0012;0.7898;86
at;0.0012;0.791;87
with;0.0012;0.7921;88
Mum;0.0012;0.7933;89
should;0.0012;0.7945;90
very;0.0012;0.7956;91
pick;0.0012;0.7968;92
baby;0.0012;0.7979;93
