word;frequency;cobertura;word_order
be;0.0727;0.0727;1
do;0.0450;0.1178;2
you;0.0439;0.1617;3
I;0.0312;0.1928;4
what;0.0300;0.2229;5
not;0.0266;0.2494;6
go;0.0254;0.2748;7
that;0.0242;0.2991;8
it;0.0242;0.3233;9
and;0.0242;0.3476;10
in;0.0185;0.3661;11
they;0.0173;0.3834;12
big;0.0173;0.4007;13
the;0.0162;0.4169;14
no;0.0162;0.433;15
there;0.0150;0.448;16
know;0.0150;0.463;17
get;0.0127;0.4758;18
them;0.0127;0.4885;19
um;0.0115;0.5;20
well;0.0104;0.5104;21
have;0.0092;0.5196;22
then;0.0081;0.5277;23
he;0.0081;0.5358;24
on;0.0069;0.5427;25
like;0.0069;0.5497;26
one;0.0069;0.5566;27
for;0.0069;0.5635;28
eat;0.0069;0.5704;29
where;0.0069;0.5774;30
how;0.0058;0.5831;31
all;0.0058;0.5889;32
of;0.0058;0.5947;33
yes;0.0058;0.6005;34
my;0.0058;0.6062;35
would;0.0058;0.612;36
out;0.0058;0.6178;37
me;0.0058;0.6236;38
we;0.0058;0.6293;39
come;0.0046;0.6339;40
some;0.0046;0.6386;41
only;0.0046;0.6432;42
why;0.0046;0.6478;43
put;0.0046;0.6524;44
this;0.0035;0.6559;45
him;0.0035;0.6594;46
these;0.0035;0.6628;47
to;0.0035;0.6663;48
mean;0.0035;0.6697;49
ah;0.0035;0.6732;50
dog;0.0035;0.6767;51
cause;0.0035;0.6801;52
can;0.0035;0.6836;53
who;0.0035;0.6871;54
will;0.0035;0.6905;55
next;0.0035;0.694;56
up;0.0035;0.6975;57
day;0.0023;0.6998;58
toy;0.0023;0.7021;59
but;0.0023;0.7044;60
any;0.0023;0.7067;61
thing;0.0023;0.709;62
tell;0.0023;0.7113;63
back;0.0023;0.7136;64
more;0.0023;0.7159;65
look;0.0023;0.7182;66
say;0.0023;0.7206;67
bad;0.0023;0.7229;68
huh;0.0023;0.7252;69
play;0.0023;0.7275;70
just;0.0023;0.7298;71
try;0.0012;0.7309;72
red;0.0012;0.7321;73
open;0.0012;0.7333;74
blue;0.0012;0.7344;75
other;0.0012;0.7356;76
down;0.0012;0.7367;77
cannot;0.0012;0.7379;78
when;0.0012;0.739;79
house;0.0012;0.7402;80
or;0.0012;0.7413;81
want;0.0012;0.7425;82
hold;0.0012;0.7436;83
away;0.0012;0.7448;84
nice;0.0012;0.746;85
fly;0.0012;0.7471;86
right;0.0012;0.7483;87
hi;0.0012;0.7494;88
bite;0.0012;0.7506;89
oh;0.0012;0.7517;90
give;0.0012;0.7529;91
your;0.0012;0.754;92
buy;0.0012;0.7552;93
at;0.0012;0.7564;94
with;0.0012;0.7575;95
from;0.0012;0.7587;96
very;0.0012;0.7598;97
juice;0.0012;0.761;98
pick;0.0012;0.7621;99
baby;0.0012;0.7633;100
both;0.0012;0.7644;101
