word;frequency;cobertura;word_order
be;0.0727;0.0727;1
do;0.0450;0.1178;2
you;0.0439;0.1617;3
I;0.0312;0.1928;4
a;0.0266;0.2194;5
not;0.0266;0.246;6
go;0.0254;0.2714;7
that;0.0242;0.2956;8
it;0.0242;0.3199;9
and;0.0242;0.3441;10
in;0.0185;0.3626;11
they;0.0173;0.3799;12
the;0.0162;0.3961;13
no;0.0162;0.4122;14
there;0.0150;0.4273;15
know;0.0150;0.4423;16
get;0.0127;0.455;17
yeah;0.0127;0.4677;18
have;0.0092;0.4769;19
then;0.0081;0.485;20
he;0.0081;0.4931;21
on;0.0069;0.5;22
like;0.0069;0.5069;23
one;0.0069;0.5139;24
for;0.0069;0.5208;25
all;0.0058;0.5266;26
of;0.0058;0.5323;27
yes;0.0058;0.5381;28
my;0.0058;0.5439;29
out;0.0058;0.5497;30
this;0.0035;0.5531;31
to;0.0035;0.5566;32
up;0.0035;0.56;33
but;0.0023;0.5624;34
say;0.0023;0.5647;35
when;0.0012;0.5658;36
at;0.0012;0.567;37
with;0.0012;0.5681;38
Mum;0.0012;0.5693;39
