word;frequency;cobertura;word_order
be;0.0727;0.0727;1
do;0.0450;0.1178;2
you;0.0439;0.1617;3
I;0.0312;0.1928;4
what;0.0300;0.2229;5
a;0.0266;0.2494;6
not;0.0266;0.276;7
go;0.0254;0.3014;8
that;0.0242;0.3256;9
it;0.0242;0.3499;10
and;0.0242;0.3741;11
in;0.0185;0.3926;12
they;0.0173;0.4099;13
big;0.0173;0.4273;14
the;0.0162;0.4434;15
no;0.0162;0.4596;16
there;0.0150;0.4746;17
know;0.0150;0.4896;18
get;0.0127;0.5023;19
them;0.0127;0.515;20
have;0.0092;0.5242;21
then;0.0081;0.5323;22
he;0.0081;0.5404;23
on;0.0069;0.5473;24
like;0.0069;0.5543;25
one;0.0069;0.5612;26
for;0.0069;0.5681;27
eat;0.0069;0.5751;28
where;0.0069;0.582;29
how;0.0058;0.5878;30
all;0.0058;0.5935;31
of;0.0058;0.5993;32
yes;0.0058;0.6051;33
my;0.0058;0.6109;34
out;0.0058;0.6166;35
me;0.0058;0.6224;36
we;0.0058;0.6282;37
come;0.0046;0.6328;38
some;0.0046;0.6374;39
why;0.0046;0.642;40
put;0.0046;0.6467;41
this;0.0035;0.6501;42
him;0.0035;0.6536;43
these;0.0035;0.657;44
to;0.0035;0.6605;45
now;0.0035;0.664;46
dog;0.0035;0.6674;47
can;0.0035;0.6709;48
who;0.0035;0.6744;49
will;0.0035;0.6778;50
up;0.0035;0.6813;51
toy;0.0023;0.6836;52
but;0.0023;0.6859;53
thing;0.0023;0.6882;54
back;0.0023;0.6905;55
more;0.0023;0.6928;56
look;0.0023;0.6952;57
say;0.0023;0.6975;58
bad;0.0023;0.6998;59
play;0.0023;0.7021;60
just;0.0023;0.7044;61
milk;0.0023;0.7067;62
open;0.0012;0.7079;63
other;0.0012;0.709;64
down;0.0012;0.7102;65
when;0.0012;0.7113;66
house;0.0012;0.7125;67
want;0.0012;0.7136;68
away;0.0012;0.7148;69
hurt;0.0012;0.7159;70
right;0.0012;0.7171;71
hi;0.0012;0.7182;72
think;0.0012;0.7194;73
give;0.0012;0.7206;74
your;0.0012;0.7217;75
outside;0.0012;0.7229;76
at;0.0012;0.724;77
with;0.0012;0.7252;78
juice;0.0012;0.7263;79
baby;0.0012;0.7275;80
